latitude;longitude;speed;date;;;;24/05/2018 Carlos
36.67910833;-4.45957;5.57958889;Thu May 24 13:45:28 GMT+02:00 2018;;;;
36.679125;-4.459963333;5.694886684;Thu May 24 13:45:22 GMT+02:00 2018;;;;
36.67915;-4.460348333;5.644443989;Thu May 24 13:45:16 GMT+02:00 2018;;;;
36.679175;-4.460683333;5.705181122;Thu May 24 13:45:11 GMT+02:00 2018;;;;
36.67920833;-4.461048333;5.215680122;Thu May 24 13:45:05 GMT+02:00 2018;;;;
36.67919;-4.461395;5.171928883;Thu May 24 13:44:59 GMT+02:00 2018;;;;
36.67916333;-4.461736667;5.005673409;Thu May 24 13:44:53 GMT+02:00 2018;;;;
36.67916333;-4.462075;4.474480152;Thu May 24 13:44:47 GMT+02:00 2018;;;;
36.67916833;-4.462413333;3.678205013;Thu May 24 13:44:40 GMT+02:00 2018;;;;
36.67928833;-4.46272;2.598317862;Thu May 24 13:44:28 GMT+02:00 2018;;;;
36.67942333;-4.463026667;4.947509766;Thu May 24 13:44:21 GMT+02:00 2018;;;;
36.67938667;-4.463376667;6.199314594;Thu May 24 13:44:15 GMT+02:00 2018;;;;
36.67924333;-4.463706667;5.060749054;Thu May 24 13:44:09 GMT+02:00 2018;;;;
36.67915667;-4.464045;5.121486187;Thu May 24 13:44:02 GMT+02:00 2018;;;;
36.67916667;-4.464383333;5.265093803;Thu May 24 13:43:56 GMT+02:00 2018;;;;
36.679175;-4.464728333;5.124574661;Thu May 24 13:43:50 GMT+02:00 2018;;;;
36.67916167;-4.465076667;5.554367542;Thu May 24 13:43:44 GMT+02:00 2018;;;;
36.67914833;-4.465438333;5.602751255;Thu May 24 13:43:38 GMT+02:00 2018;;;;
36.67914333;-4.465785;5.125603676;Thu May 24 13:43:32 GMT+02:00 2018;;;;
36.67915167;-4.46615;5.408700943;Thu May 24 13:43:26 GMT+02:00 2018;;;;
36.67917333;-4.466518333;5.473041534;Thu May 24 13:43:20 GMT+02:00 2018;;;;
36.67917833;-4.466903333;5.450908184;Thu May 24 13:43:14 GMT+02:00 2018;;;;
36.67921833;-4.467258333;5.392230034;Thu May 24 13:43:08 GMT+02:00 2018;;;;
36.67922667;-4.467613333;5.528116703;Thu May 24 13:43:02 GMT+02:00 2018;;;;
36.679205;-4.46798;5.738123417;Thu May 24 13:42:56 GMT+02:00 2018;;;;
36.67917167;-4.468365;6.023279667;Thu May 24 13:42:50 GMT+02:00 2018;;;;
36.679205;-4.468733333;6.183358192;Thu May 24 13:42:45 GMT+02:00 2018;;;;
36.67928667;-4.469063333;6.07681036;Thu May 24 13:42:40 GMT+02:00 2018;;;;
36.67928;-4.469463333;5.777242184;Thu May 24 13:42:34 GMT+02:00 2018;;;;
36.67942167;-4.46979;6.701683521;Thu May 24 13:42:29 GMT+02:00 2018;;;;
36.67955;-4.470148333;6.715065956;Thu May 24 13:42:24 GMT+02:00 2018;;;;
36.67964667;-4.470521667;6.501456261;Thu May 24 13:42:19 GMT+02:00 2018;;;;
36.67973;-4.470871667;5.343331337;Thu May 24 13:42:14 GMT+02:00 2018;;;;
36.679765;-4.471258333;1.95954752;Thu May 24 13:42:01 GMT+02:00 2018;;;;
36.67955667;-4.471513333;4.930524349;Thu May 24 13:41:53 GMT+02:00 2018;;;;
36.67936;-4.471758333;4.886258125;Thu May 24 13:41:47 GMT+02:00 2018;;;;
36.67915;-4.47203;4.076600075;Thu May 24 13:41:40 GMT+02:00 2018;;;;
36.67893;-4.472291667;3.806370735;Thu May 24 13:41:25 GMT+02:00 2018;;;;
36.67872833;-4.472543333;5.456570148;Thu May 24 13:41:19 GMT+02:00 2018;;;;
36.67852167;-4.472803333;5.368038177;Thu May 24 13:41:13 GMT+02:00 2018;;;;
36.67833333;-4.473053333;4.934641838;Thu May 24 13:41:07 GMT+02:00 2018;;;;
36.67812167;-4.473301667;4.197559834;Thu May 24 13:41:00 GMT+02:00 2018;;;;
36.67793167;-4.473553333;4.987143517;Thu May 24 13:40:52 GMT+02:00 2018;;;;
36.67773833;-4.473828333;4.500730991;Thu May 24 13:40:45 GMT+02:00 2018;;;;
36.67746;-4.473873333;4.981996536;Thu May 24 13:40:31 GMT+02:00 2018;;;;
36.67730333;-4.473598333;5.502380371;Thu May 24 13:40:25 GMT+02:00 2018;;;;
36.67712667;-4.473318333;5.972836494;Thu May 24 13:40:20 GMT+02:00 2018;;;;
36.67693667;-4.473;5.693342686;Thu May 24 13:40:14 GMT+02:00 2018;;;;
36.67675333;-4.47275;6.004234791;Thu May 24 13:40:09 GMT+02:00 2018;;;;
36.67656167;-4.472458333;5.746873379;Thu May 24 13:40:03 GMT+02:00 2018;;;;
36.67636333;-4.472173333;5.957395077;Thu May 24 13:39:57 GMT+02:00 2018;;;;
36.676175;-4.471876667;5.727828979;Thu May 24 13:39:51 GMT+02:00 2018;;;;
36.67598167;-4.471551667;5.676356792;Thu May 24 13:39:45 GMT+02:00 2018;;;;
36.6758;-4.471238333;5.480247498;Thu May 24 13:39:39 GMT+02:00 2018;;;;
36.67564167;-4.470916667;5.139501572;Thu May 24 13:39:33 GMT+02:00 2018;;;;
36.67548667;-4.470593333;5.465320587;Thu May 24 13:39:27 GMT+02:00 2018;;;;
36.67531833;-4.47029;5.317080498;Thu May 24 13:39:21 GMT+02:00 2018;;;;
36.67512167;-4.469981667;5.080308437;Thu May 24 13:39:14 GMT+02:00 2018;;;;
36.67497167;-4.469693333;5.399435997;Thu May 24 13:39:08 GMT+02:00 2018;;;;
36.67483333;-4.469366667;5.936291218;Thu May 24 13:39:02 GMT+02:00 2018;;;;
36.67467333;-4.469085;5.96460104;Thu May 24 13:38:57 GMT+02:00 2018;;;;
36.67451;-4.468811667;5.997028828;Thu May 24 13:38:52 GMT+02:00 2018;;;;
36.67436333;-4.468466667;5.987248898;Thu May 24 13:38:46 GMT+02:00 2018;;;;
36.67424667;-4.468128333;5.578044891;Thu May 24 13:38:40 GMT+02:00 2018;;;;
36.67415167;-4.46779;5.598118782;Thu May 24 13:38:34 GMT+02:00 2018;;;;
36.67404167;-4.46745;5.87967205;Thu May 24 13:38:28 GMT+02:00 2018;;;;
36.67393167;-4.46709;6.140635967;Thu May 24 13:38:22 GMT+02:00 2018;;;;
36.673825;-4.46678;5.724740505;Thu May 24 13:38:17 GMT+02:00 2018;;;;
36.67366333;-4.466441667;5.935261726;Thu May 24 13:38:11 GMT+02:00 2018;;;;
36.67349167;-4.466115;5.918790817;Thu May 24 13:38:05 GMT+02:00 2018;;;;
36.67335333;-4.465758333;5.207444668;Thu May 24 13:37:59 GMT+02:00 2018;;;;
36.6732;-4.465406667;5.08494091;Thu May 24 13:37:53 GMT+02:00 2018;;;;
36.673105;-4.46509;4.885228634;Thu May 24 13:37:47 GMT+02:00 2018;;;;
