latitude;longitude;speed;date
36.71315734;-4.472361484;0.99706924;Wed May 02 19:06:45 GMT+02:00 2018
36.71317693;-4.47270368;0.963943422;Wed May 02 19:06:17 GMT+02:00 2018
36.71315844;-4.473040401;0.870497167;Wed May 02 19:05:50 GMT+02:00 2018
36.71324731;-4.473362549;1.255920887;Wed May 02 19:05:22 GMT+02:00 2018
36.71350368;-4.473499555;0.36713469;Wed May 02 19:05:01 GMT+02:00 2018
36.71377389;-4.473554541;1.411192536;Wed May 02 19:04:44 GMT+02:00 2018
36.71380144;-4.473901293;0.588732898;Wed May 02 19:04:11 GMT+02:00 2018
36.71381717;-4.474242699;1.16395998;Wed May 02 19:03:44 GMT+02:00 2018
36.71384736;-4.474584475;0.920653403;Wed May 02 19:03:15 GMT+02:00 2018
36.71387269;-4.474923575;0.870295286;Wed May 02 19:02:44 GMT+02:00 2018
36.71392212;-4.475257319;0.814615905;Wed May 02 19:02:17 GMT+02:00 2018
36.7141036;-4.475517702;0;Wed May 02 19:01:20 GMT+02:00 2018
36.71433598;-4.475702806;0.893237233;Wed May 02 18:59:54 GMT+02:00 2018
36.71454707;-4.475916224;0.991584063;Wed May 02 18:59:22 GMT+02:00 2018
36.71463924;-4.476251839;0;Wed May 02 18:58:48 GMT+02:00 2018
36.71470538;-4.476581467;1.022918344;Wed May 02 18:58:27 GMT+02:00 2018
36.71464943;-4.476921972;1.496295452;Wed May 02 18:57:44 GMT+02:00 2018
36.71478133;-4.477224086;0.775401235;Wed May 02 18:57:05 GMT+02:00 2018
36.7144938;-4.477079324;1.20137012;Wed May 02 18:57:02 GMT+02:00 2018
36.7141353;-4.477177355;2.388481379;Wed May 02 18:57:01 GMT+02:00 2018
36.71466165;-4.477085368;1.213175416;Wed May 02 18:56:59 GMT+02:00 2018
36.71442314;-4.477308982;1.294797897;Wed May 02 18:55:10 GMT+02:00 2018
36.71465391;-4.477101073;1.288684964;Wed May 02 18:54:29 GMT+02:00 2018
36.71493586;-4.477036672;2.558391094;Wed May 02 18:54:17 GMT+02:00 2018
36.71462318;-4.477191662;3.672005653;Wed May 02 18:54:12 GMT+02:00 2018
36.71476848;-4.477502577;0.506656349;Wed May 02 18:53:53 GMT+02:00 2018
36.71503834;-4.47746271;0.945048869;Wed May 02 18:53:47 GMT+02:00 2018
36.71510093;-4.477974404;0.254010707;Wed May 02 18:53:21 GMT+02:00 2018
36.71508402;-4.478412678;0.534838378;Wed May 02 18:53:19 GMT+02:00 2018
36.71495712;-4.477998251;1.021238089;Wed May 02 18:53:18 GMT+02:00 2018
36.71492446;-4.47697981;1.561460495;Wed May 02 18:52:18 GMT+02:00 2018
36.71467596;-4.477145681;0.732622981;Wed May 02 18:51:21 GMT+02:00 2018
36.71495106;-4.47726835;1.066746235;Wed May 02 18:49:32 GMT+02:00 2018
36.71453871;-4.47686321;4.728898525;Wed May 02 18:45:14 GMT+02:00 2018
36.71478842;-4.477127301;3.44948411;Wed May 02 18:45:07 GMT+02:00 2018
36.71468294;-4.476752008;2.846487761;Wed May 02 18:45:05 GMT+02:00 2018
36.71461912;-4.477125708;1.423748255;Wed May 02 18:28:42 GMT+02:00 2018
36.71478567;-4.47684659;2.258025408;Wed May 02 18:25:06 GMT+02:00 2018
36.71461047;-4.477106073;3.509310246;Wed May 02 18:22:49 GMT+02:00 2018
36.71472428;-4.477417446;3.520144463;Wed May 02 18:22:44 GMT+02:00 2018
36.71486819;-4.477705735;8.718007088;Wed May 02 18:22:34 GMT+02:00 2018
36.71499069;-4.478049176;10.80903435;Wed May 02 18:22:27 GMT+02:00 2018
36.71529175;-4.478233412;3.921960354;Wed May 02 18:21:07 GMT+02:00 2018
36.71505189;-4.477944296;6.963747978;Wed May 02 18:20:59 GMT+02:00 2018
36.71487551;-4.477652774;4.465598106;Wed May 02 18:20:04 GMT+02:00 2018
