latitude;longitude;speed;date;incr. Lat. (m);incr. Lon. (m);ATAN2;Direccion;Cambio;;De M laga a C ceres en coche;
38.91483833;-6.37456167;28.989;Thu Jun 14 17:46:01 GMT+02:00 2018;27.78;11.38;1.18189622;N;;;;
38.91458833;-6.37469333;28.68;Thu Jun 14 17:46:00 GMT+02:00 2018;54.26;22.62;1.17577559;N;;;;
38.9141;-6.374955;27.616;Thu Jun 14 17:45:58 GMT+02:00 2018;52.22;23.49;1.14814638;N;;;;
38.91363;-6.37522667;25.49;Thu Jun 14 17:45:56 GMT+02:00 2018;45.93;19.74;1.16483859;N;;;;
38.91321667;-6.375455;23.626;Thu Jun 14 17:45:54 GMT+02:00 2018;41.30;21.90;1.08316143;N;;;;
38.912845;-6.37570833;22.461;Thu Jun 14 17:45:52 GMT+02:00 2018;39.63;24.64;1.01453607;N;;;;
38.91248833;-6.37599333;21.751;Thu Jun 14 17:45:50 GMT+02:00 2018;38.70;24.93;0.99857808;N;;;;
38.91214;-6.37628167;20.33;Thu Jun 14 17:45:48 GMT+02:00 2018;38.70;24.50;1.00652612;N;;;;
38.91179167;-6.376565;18.597;Thu Jun 14 17:45:46 GMT+02:00 2018;32.59;15.13;1.13619083;N;;;;
38.91149833;-6.37674;18.24;Thu Jun 14 17:45:44 GMT+02:00 2018;33.15;9.08;1.30348408;N;;;;
38.9112;-6.376845;18;Thu Jun 14 17:45:42 GMT+02:00 2018;35.19;5.62;1.41241557;N;;;;
38.91088333;-6.37691;18.148;Thu Jun 14 17:45:40 GMT+02:00 2018;35.56;1.58;1.52625370;N;;;;
38.91056333;-6.37692833;18.651;Thu Jun 14 17:45:38 GMT+02:00 2018;37.22;-6.34;1.73950661;N;;;;
38.91022833;-6.376855;19.063;Thu Jun 14 17:45:36 GMT+02:00 2018;35.00;-12.10;1.90375815;N;;;;
38.90991333;-6.376715;20.038;Thu Jun 14 17:45:34 GMT+02:00 2018;34.26;-12.39;1.91787767;N;;;;
38.909605;-6.37657167;21.055;Thu Jun 14 17:45:32 GMT+02:00 2018;39.81;-13.11;1.88896964;N;;;;
38.90924667;-6.37642;20.977;Thu Jun 14 17:45:30 GMT+02:00 2018;37.04;-14.70;1.94858099;N;;;;
38.90891333;-6.37625;20.785;Thu Jun 14 17:45:28 GMT+02:00 2018;37.59;-14.70;1.94351580;N;;;;
38.908575;-6.37608;20.953;Thu Jun 14 17:45:26 GMT+02:00 2018;35.74;-17.15;2.01813796;N;;;;
38.90825333;-6.37588167;22.098;Thu Jun 14 17:45:24 GMT+02:00 2018;36.85;-21.04;2.08957087;N;;;;
38.90792167;-6.37563833;22.711;Thu Jun 14 17:45:22 GMT+02:00 2018;37.78;-25.07;2.15675945;N;;;;
38.90758167;-6.37534833;23.349;Thu Jun 14 17:45:20 GMT+02:00 2018;36.11;-29.97;2.26357910;N;;;;
38.90725667;-6.37500167;24.777;Thu Jun 14 17:45:18 GMT+02:00 2018;35.74;-34.87;2.34391560;N;;;;
38.906935;-6.37459833;25.493;Thu Jun 14 17:45:16 GMT+02:00 2018;38.15;-34.30;2.30308379;N;;;;
38.90659167;-6.37420167;25.999;Thu Jun 14 17:45:14 GMT+02:00 2018;37.59;-36.17;2.33691869;N;;;;
38.90625333;-6.37378333;26.444;Thu Jun 14 17:45:12 GMT+02:00 2018;40.37;-36.89;2.31119372;N;;;;
38.90589;-6.37335667;28.009;Thu Jun 14 17:45:10 GMT+02:00 2018;23.15;-19.17;2.26238482;N;;;;
38.90568167;-6.373135;29.038;Thu Jun 14 17:45:09 GMT+02:00 2018;44.07;-35.31;2.24618312;N;;;;
38.905285;-6.37272667;30.746;Thu Jun 14 17:45:07 GMT+02:00 2018;24.26;-18.88;2.23211700;N;;;;
38.90506667;-6.37250833;31.752;Thu Jun 14 17:45:06 GMT+02:00 2018;26.11;-18.01;2.17469386;N;;;;
38.90483167;-6.3723;33.19;Thu Jun 14 17:45:05 GMT+02:00 2018;28.15;-17.73;2.13277213;N;;;;
38.90457833;-6.372095;34.306;Thu Jun 14 17:45:04 GMT+02:00 2018;28.52;-16.43;2.09344336;N;;;;
38.90432167;-6.371905;35.302;Thu Jun 14 17:45:03 GMT+02:00 2018;31.30;-16.43;2.05419054;N;;;;
38.90404;-6.371715;35.804;Thu Jun 14 17:45:02 GMT+02:00 2018;31.85;-16.28;2.04339991;N;;;;
38.90375333;-6.37152667;36.231;Thu Jun 14 17:45:01 GMT+02:00 2018;32.59;-16.14;2.03062546;N;;;;
38.90346;-6.37134;36.592;Thu Jun 14 17:45:00 GMT+02:00 2018;33.15;-15.56;2.00977944;N;;;;
38.90316167;-6.37116;36.622;Thu Jun 14 17:44:59 GMT+02:00 2018;33.33;-15.28;2.00052190;N;;;;
38.90286167;-6.37098333;36.863;Thu Jun 14 17:44:58 GMT+02:00 2018;33.70;-14.99;1.98921402;N;;;;
38.90255833;-6.37081;37.07;Thu Jun 14 17:44:57 GMT+02:00 2018;33.15;-14.84;1.99183200;N;;;;
38.90226;-6.37063833;37.07;Thu Jun 14 17:44:56 GMT+02:00 2018;34.07;-15.13;1.98872389;N;;;;
38.90195333;-6.37046333;36.417;Thu Jun 14 17:44:55 GMT+02:00 2018;32.78;-14.99;1.99966573;N;;;;
38.90165833;-6.37029;36.382;Thu Jun 14 17:44:54 GMT+02:00 2018;33.70;-15.13;1.99280402;N;;;;
38.901355;-6.370115;36.35;Thu Jun 14 17:44:53 GMT+02:00 2018;34.26;-14.27;1.96541442;N;;;;
38.90104667;-6.36995;36.118;Thu Jun 14 17:44:52 GMT+02:00 2018;33.70;-14.12;1.96760106;N;;;;
38.90074333;-6.36978667;35.764;Thu Jun 14 17:44:51 GMT+02:00 2018;32.59;-14.70;1.99450609;N;;;;
38.90045;-6.36961667;35.264;Thu Jun 14 17:44:50 GMT+02:00 2018;32.96;-13.55;1.96073701;N;;;;
38.90015333;-6.36946;34.973;Thu Jun 14 17:44:49 GMT+02:00 2018;31.67;-14.12;1.99032089;N;;;;
38.89986833;-6.36929667;34.842;Thu Jun 14 17:44:48 GMT+02:00 2018;33.70;-11.67;1.90423086;N;;;;
38.899565;-6.36916167;34.622;Thu Jun 14 17:44:47 GMT+02:00 2018;33.89;-11.10;1.88726779;N;;;;
38.89926;-6.36903333;34.592;Thu Jun 14 17:44:46 GMT+02:00 2018;32.59;-11.82;1.91863602;N;;;;
38.89896667;-6.36889667;34.493;Thu Jun 14 17:44:45 GMT+02:00 2018;32.59;-11.67;1.91472850;N;;;;
38.89867333;-6.36876167;34.654;Thu Jun 14 17:44:44 GMT+02:00 2018;32.78;-11.53;1.90905062;N;;;;
38.89837833;-6.36862833;34.929;Thu Jun 14 17:44:43 GMT+02:00 2018;33.15;-10.95;1.88992484;N;;;;
38.89808;-6.36850167;34.834;Thu Jun 14 17:44:42 GMT+02:00 2018;33.33;-9.80;1.85676659;N;;;;
38.89778;-6.36838833;34.686;Thu Jun 14 17:44:41 GMT+02:00 2018;32.59;-9.37;1.85067589;N;;;;
38.89748667;-6.36828;34.981;Thu Jun 14 17:44:40 GMT+02:00 2018;34.26;-7.35;1.78213907;N;;;;
38.89717833;-6.368195;34.881;Thu Jun 14 17:44:38 GMT+02:00 2018;34.63;-6.63;1.75996737;N;;;;
38.89686667;-6.36811833;35.122;Thu Jun 14 17:44:37 GMT+02:00 2018;35.56;-5.19;1.71570121;N;;;;
38.89654667;-6.36805833;35.616;Thu Jun 14 17:44:36 GMT+02:00 2018;35.37;-5.76;1.73234786;N;;;;
38.89622833;-6.36799167;35.849;Thu Jun 14 17:44:35 GMT+02:00 2018;35.74;-5.19;1.71496502;N;;;;
38.89590667;-6.36793167;35.949;Thu Jun 14 17:44:34 GMT+02:00 2018;35.74;-4.76;1.70309342;N;;;;
38.895585;-6.36787667;35.382;Thu Jun 14 17:44:33 GMT+02:00 2018;36.67;-1.44;1.61009179;N;;;;
38.895255;-6.36786;35.498;Thu Jun 14 17:44:32 GMT+02:00 2018;37.59;-1.59;1.61293794;N;;;;
38.89491667;-6.36784167;36.129;Thu Jun 14 17:44:31 GMT+02:00 2018;68.15;-12.54;1.75276062;N;****;;;
38.89430333;-6.36769667;35.613;Thu Jun 14 17:44:30 GMT+02:00 2018;-35.00;4.76;-1.43572968;S;****;;;
38.89461833;-6.36775167;36.012;Thu Jun 14 17:44:30 GMT+02:00 2018;70.18;-9.51;1.70551348;N;;;;
38.89398667;-6.36764167;35.448;Thu Jun 14 17:44:29 GMT+02:00 2018;35.56;-4.47;1.69581407;N;;;;
38.89366667;-6.36759;35.432;Thu Jun 14 17:44:28 GMT+02:00 2018;36.48;-6.77;1.75438355;N;;;;
38.89333833;-6.36751167;35.23;Thu Jun 14 17:44:27 GMT+02:00 2018;35.18;-5.05;1.71321953;N;;;;
38.89302167;-6.36745333;35.257;Thu Jun 14 17:44:26 GMT+02:00 2018;36.67;-7.21;1.76486123;N;;;;
38.89269167;-6.36737;35.133;Thu Jun 14 17:44:25 GMT+02:00 2018;35.37;-5.19;1.71645465;N;;;;
38.89237333;-6.36731;35.042;Thu Jun 14 17:44:24 GMT+02:00 2018;35.00;-4.04;1.68560562;N;;;;
38.89205833;-6.36726333;35.028;Thu Jun 14 17:44:23 GMT+02:00 2018;35.00;-4.32;1.69371847;N;;;;
38.89174333;-6.36721333;34.92;Thu Jun 14 17:44:22 GMT+02:00 2018;34.81;-4.32;1.69436753;N;;;;
38.89143;-6.36716333;35.084;Thu Jun 14 17:44:21 GMT+02:00 2018;35.00;-4.18;1.68965313;N;;;;
38.891115;-6.367115;35.374;Thu Jun 14 17:44:20 GMT+02:00 2018;35.37;-3.89;1.68038435;N;;;;
38.89079667;-6.36707;35.395;Thu Jun 14 17:44:19 GMT+02:00 2018;33.15;-6.20;1.75564363;N;;;;
38.89049833;-6.36699833;36.091;Thu Jun 14 17:44:18 GMT+02:00 2018;35.93;-4.32;1.69058483;N;;;;
38.890175;-6.36694833;36.555;Thu Jun 14 17:44:17 GMT+02:00 2018;36.48;-4.32;1.68877817;N;;;;
38.88984667;-6.36689833;36.724;Thu Jun 14 17:44:16 GMT+02:00 2018;36.11;-5.04;1.70959537;N;;;;
38.88952167;-6.36684;36.819;Thu Jun 14 17:44:15 GMT+02:00 2018;36.85;-4.76;1.69916036;N;;;;
38.88919;-6.366785;36.828;Thu Jun 14 17:44:14 GMT+02:00 2018;36.67;-4.90;1.70367523;N;;;;
38.88886;-6.36672833;36.795;Thu Jun 14 17:44:13 GMT+02:00 2018;36.48;-5.19;1.71208993;N;;;;
38.88853167;-6.36666833;36.78;Thu Jun 14 17:44:12 GMT+02:00 2018;36.48;-4.90;1.70431702;N;;;;
38.88820333;-6.36661167;36.904;Thu Jun 14 17:44:11 GMT+02:00 2018;36.67;-4.61;1.69595259;N;;;;
38.88787333;-6.36655833;36.734;Thu Jun 14 17:44:10 GMT+02:00 2018;36.48;-4.32;1.68878196;N;;;;
38.887545;-6.36650833;36.704;Thu Jun 14 17:44:09 GMT+02:00 2018;36.30;-4.76;1.70110667;N;;;;
38.88721833;-6.36645333;36.697;Thu Jun 14 17:44:08 GMT+02:00 2018;36.85;-4.61;1.69531125;N;;;;
38.88688667;-6.3664;35.908;Thu Jun 14 17:44:07 GMT+02:00 2018;34.44;-4.47;1.69981572;N;;;;
38.88657667;-6.36634833;35.731;Thu Jun 14 17:44:06 GMT+02:00 2018;33.89;-4.61;1.70606917;N;;;;
38.88627167;-6.366295;35.84;Thu Jun 14 17:44:05 GMT+02:00 2018;33.52;-4.90;1.71599250;N;;;;
38.88597;-6.36623833;36.01;Thu Jun 14 17:44:04 GMT+02:00 2018;35.56;-4.61;1.69980118;N;;;;
38.88565;-6.366185;35.814;Thu Jun 14 17:44:03 GMT+02:00 2018;36.48;-3.60;1.66926794;N;;;;
38.88532167;-6.36614333;35.162;Thu Jun 14 17:44:02 GMT+02:00 2018;33.15;-2.59;1.64891090;N;;;;
38.88502333;-6.36611333;35.143;Thu Jun 14 17:44:01 GMT+02:00 2018;33.15;-1.44;1.61423869;N;;;;
38.884725;-6.36609667;35.455;Thu Jun 14 17:44:00 GMT+02:00 2018;33.70;-0.72;1.59219540;N;;;;
38.88442167;-6.36608833;35.658;Thu Jun 14 17:43:59 GMT+02:00 2018;35.56;-0.29;1.57889656;N;;;;
38.88410167;-6.366085;35.545;Thu Jun 14 17:43:58 GMT+02:00 2018;35.56;0.29;1.56269606;N;;;;
38.88378167;-6.36608833;35.336;Thu Jun 14 17:43:57 GMT+02:00 2018;35.74;0.58;1.55465668;N;;;;
38.88346;-6.366095;35.825;Thu Jun 14 17:43:56 GMT+02:00 2018;36.67;0.86;1.54721197;N;;;;
38.88313;-6.366105;36.552;Thu Jun 14 17:43:55 GMT+02:00 2018;37.04;1.01;1.54354991;N;;;;
38.88279667;-6.36611667;36.775;Thu Jun 14 17:43:54 GMT+02:00 2018;36.67;1.44;1.53151735;N;;;;
38.88246667;-6.36613333;36.747;Thu Jun 14 17:43:53 GMT+02:00 2018;36.48;1.59;1.52734264;N;;;;
38.88213833;-6.36615167;36.998;Thu Jun 14 17:43:52 GMT+02:00 2018;36.85;1.87;1.52000165;N;;;;
38.88180667;-6.36617333;36.888;Thu Jun 14 17:43:51 GMT+02:00 2018;36.48;1.59;1.52734224;N;;;;
38.88147833;-6.36619167;37.247;Thu Jun 14 17:43:50 GMT+02:00 2018;37.04;2.59;1.50084944;N;;;;
38.881145;-6.36622167;37.264;Thu Jun 14 17:43:49 GMT+02:00 2018;36.85;1.15;1.53952006;N;;;;
38.88081333;-6.366235;36.981;Thu Jun 14 17:43:48 GMT+02:00 2018;37.59;-0.58;1.58614200;N;;;;
38.880475;-6.36622833;36.812;Thu Jun 14 17:43:47 GMT+02:00 2018;37.59;-2.02;1.62442467;N;;;;
38.88013667;-6.366205;36.406;Thu Jun 14 17:43:46 GMT+02:00 2018;35.00;-3.03;1.65707761;N;;;;
38.87982167;-6.36617;36.587;Thu Jun 14 17:43:45 GMT+02:00 2018;37.22;-5.77;1.72450108;N;;;;
38.87948667;-6.36610333;36.579;Thu Jun 14 17:43:44 GMT+02:00 2018;37.59;-5.91;1.72673736;N;;;;
38.87914833;-6.366035;36.359;Thu Jun 14 17:43:43 GMT+02:00 2018;35.56;-5.48;1.72365953;N;;;;
38.87882833;-6.36597167;36.875;Thu Jun 14 17:43:42 GMT+02:00 2018;37.04;-6.34;1.74043281;N;;;;
38.878495;-6.36589833;36.909;Thu Jun 14 17:43:41 GMT+02:00 2018;36.85;-7.06;1.76016868;N;;;;
38.87816333;-6.36581667;36.692;Thu Jun 14 17:43:40 GMT+02:00 2018;35.37;-8.51;1.80680790;N;;;;
38.877845;-6.36571833;36.362;Thu Jun 14 17:43:39 GMT+02:00 2018;36.48;-8.07;1.78857756;N;;;;
38.87751667;-6.365625;36.475;Thu Jun 14 17:43:38 GMT+02:00 2018;37.22;-7.50;1.76954629;N;;;;
38.87718167;-6.36553833;36.338;Thu Jun 14 17:43:37 GMT+02:00 2018;39.82;-6.49;1.73231515;N;;;;
38.87682333;-6.36546333;36.301;Thu Jun 14 17:43:36 GMT+02:00 2018;34.44;-11.53;1.89389377;N;;;;
38.87651333;-6.36533;36.11;Thu Jun 14 17:43:35 GMT+02:00 2018;34.26;-10.52;1.86885018;N;;;;
38.876205;-6.36520833;35.851;Thu Jun 14 17:43:34 GMT+02:00 2018;34.63;-9.37;1.83506071;N;;;;
38.87589333;-6.3651;35.86;Thu Jun 14 17:43:33 GMT+02:00 2018;35.18;-9.08;1.82342438;N;;;;
38.87557667;-6.364995;35.351;Thu Jun 14 17:43:32 GMT+02:00 2018;34.63;-8.22;1.80378545;N;;;;
38.875265;-6.3649;35.041;Thu Jun 14 17:43:31 GMT+02:00 2018;34.26;-7.06;1.77415833;N;;;;
38.87495667;-6.36481833;34.859;Thu Jun 14 17:43:30 GMT+02:00 2018;34.44;-6.20;1.74885430;N;;;;
38.87464667;-6.36474667;34.442;Thu Jun 14 17:43:29 GMT+02:00 2018;34.07;-5.77;1.73845847;N;;;;
38.87434;-6.36468;34.245;Thu Jun 14 17:43:28 GMT+02:00 2018;32.04;-6.49;1.77060368;N;;;;
38.87405167;-6.364605;34.348;Thu Jun 14 17:43:27 GMT+02:00 2018;33.89;-4.61;1.70609272;N;;;;
38.87374667;-6.36455167;34.501;Thu Jun 14 17:43:26 GMT+02:00 2018;32.22;-5.48;1.73922785;N;;;;
38.87345667;-6.36448833;34.853;Thu Jun 14 17:43:25 GMT+02:00 2018;32.96;-4.76;1.71414033;N;;;;
38.87316;-6.36443333;34.879;Thu Jun 14 17:43:24 GMT+02:00 2018;34.63;-2.74;1.64971762;N;;;;
38.87284833;-6.36440167;35.068;Thu Jun 14 17:43:23 GMT+02:00 2018;34.63;-2.31;1.63732116;N;;;;
38.87253667;-6.364375;35.241;Thu Jun 14 17:43:22 GMT+02:00 2018;35.19;-2.16;1.63218273;N;;;;
38.87222;-6.36435;35.381;Thu Jun 14 17:43:21 GMT+02:00 2018;35.19;-2.02;1.62809167;N;;;;
38.87190333;-6.36432667;35.351;Thu Jun 14 17:43:20 GMT+02:00 2018;34.81;-2.02;1.62872608;N;;;;
38.87159;-6.36430333;34.941;Thu Jun 14 17:43:19 GMT+02:00 2018;35.37;-1.59;1.61559706;N;;;;
38.87127167;-6.364285;35.059;Thu Jun 14 17:43:18 GMT+02:00 2018;35.74;-1.59;1.61513269;N;;;;
38.87095;-6.36426667;35.373;Thu Jun 14 17:43:17 GMT+02:00 2018;35.93;-0.72;1.59087600;N;;;;
38.87062667;-6.36425833;35.713;Thu Jun 14 17:43:16 GMT+02:00 2018;37.04;-0.87;1.59414867;N;;;;
38.87029333;-6.36424833;36.143;Thu Jun 14 17:43:15 GMT+02:00 2018;36.30;-1.59;1.61445689;N;;;;
38.86996667;-6.36423;36.311;Thu Jun 14 17:43:14 GMT+02:00 2018;37.04;0.72;1.55134256;N;;;;
38.86963333;-6.36423833;36.77;Thu Jun 14 17:43:13 GMT+02:00 2018;36.11;-6.63;1.75242141;N;;;;
38.86930833;-6.36416167;36.568;Thu Jun 14 17:43:12 GMT+02:00 2018;36.67;-2.02;1.62580782;N;;;;
38.86897833;-6.36413833;36.991;Thu Jun 14 17:43:11 GMT+02:00 2018;37.04;-2.02;1.62523631;N;;;;
38.868645;-6.364115;37.017;Thu Jun 14 17:43:10 GMT+02:00 2018;37.04;-2.16;1.62912495;N;;;;
38.86831167;-6.36409;37.29;Thu Jun 14 17:43:09 GMT+02:00 2018;37.22;-2.31;1.63270250;N;;;;
38.86797667;-6.36406333;37.318;Thu Jun 14 17:43:08 GMT+02:00 2018;37.59;-2.31;1.63207028;N;;;;
38.86763833;-6.36403667;37.101;Thu Jun 14 17:43:07 GMT+02:00 2018;37.22;-2.02;1.62498965;N;;;;
38.86730333;-6.36401333;36.934;Thu Jun 14 17:43:06 GMT+02:00 2018;37.04;-1.87;1.62134748;N;;;;
38.86697;-6.36399167;36.946;Thu Jun 14 17:43:05 GMT+02:00 2018;37.22;-2.02;1.62499016;N;;;;
38.866635;-6.36396833;37.186;Thu Jun 14 17:43:04 GMT+02:00 2018;37.41;-1.73;1.61701713;N;;;;
38.86629833;-6.36394833;37.44;Thu Jun 14 17:43:03 GMT+02:00 2018;39.26;-0.14;1.57445437;N;;;;
38.865945;-6.36394667;37.596;Thu Jun 14 17:43:02 GMT+02:00 2018;37.78;-2.16;1.62798537;N;;;;
38.865605;-6.36392167;37.615;Thu Jun 14 17:43:01 GMT+02:00 2018;37.59;-2.02;1.62445881;N;;;;
38.86526667;-6.36389833;37.462;Thu Jun 14 17:43:00 GMT+02:00 2018;37.41;-2.45;1.63622250;N;;;;
38.86493;-6.36387;37.297;Thu Jun 14 17:42:59 GMT+02:00 2018;37.22;-2.45;1.63654803;N;;;;
38.864595;-6.36384167;37.053;Thu Jun 14 17:42:58 GMT+02:00 2018;37.04;-2.45;1.63690006;N;;;;
38.86426167;-6.36381333;37.022;Thu Jun 14 17:42:57 GMT+02:00 2018;37.04;-2.45;1.63687513;N;;;;
38.86392833;-6.363785;37.128;Thu Jun 14 17:42:56 GMT+02:00 2018;37.59;-1.30;1.60530404;N;;;;
38.86359;-6.36377;36.9;Thu Jun 14 17:42:55 GMT+02:00 2018;37.22;-0.72;1.59015546;N;;;;
38.863255;-6.36376167;36.886;Thu Jun 14 17:42:54 GMT+02:00 2018;36.67;0.14;1.56687950;N;;;;
38.862925;-6.36376333;36.75;Thu Jun 14 17:42:53 GMT+02:00 2018;36.85;-2.60;1.64111043;N;;;;
38.86259333;-6.36373333;36.784;Thu Jun 14 17:42:52 GMT+02:00 2018;37.41;-3.46;1.66304922;N;;;;
38.86225667;-6.36369333;36.462;Thu Jun 14 17:42:51 GMT+02:00 2018;35.74;-4.04;1.68326859;N;;;;
38.861935;-6.36364667;36.133;Thu Jun 14 17:42:50 GMT+02:00 2018;36.11;-5.05;1.70967269;N;;;;
38.86161;-6.36358833;35.873;Thu Jun 14 17:42:49 GMT+02:00 2018;35.56;-5.48;1.72369666;N;;;;
38.86129;-6.363525;35.524;Thu Jun 14 17:42:48 GMT+02:00 2018;35.37;-6.06;1.74037957;N;;;;
38.86097167;-6.363455;34.904;Thu Jun 14 17:42:47 GMT+02:00 2018;34.63;-6.63;1.76005557;N;;;;
38.86066;-6.36337833;34.748;Thu Jun 14 17:42:46 GMT+02:00 2018;32.22;-8.80;1.83727119;N;;;;
38.86037;-6.36327667;34.957;Thu Jun 14 17:42:45 GMT+02:00 2018;35.19;-8.22;1.80028282;N;;;;
38.86005333;-6.36318167;34.498;Thu Jun 14 17:42:44 GMT+02:00 2018;35.37;-8.36;1.80300064;N;;;;
38.859735;-6.363085;34.248;Thu Jun 14 17:42:43 GMT+02:00 2018;35.93;-8.80;1.81092745;N;;;;
38.85941167;-6.36298333;34.353;Thu Jun 14 17:42:42 GMT+02:00 2018;36.48;-9.08;1.81485062;N;;;;
38.85908333;-6.36287833;34.368;Thu Jun 14 17:42:41 GMT+02:00 2018;31.11;-8.80;1.84632708;N;;;;
38.85880333;-6.36277667;35.971;Thu Jun 14 17:42:40 GMT+02:00 2018;35.18;-8.65;1.81192169;N;;;;
38.85848667;-6.36267667;36.48;Thu Jun 14 17:42:39 GMT+02:00 2018;35.19;-7.79;1.78859848;N;;;;
38.85817;-6.36258667;36.956;Thu Jun 14 17:42:38 GMT+02:00 2018;32.78;-10.09;1.86954990;N;;;;
38.857875;-6.36247;37.296;Thu Jun 14 17:42:37 GMT+02:00 2018;36.48;-8.51;1.79991285;N;;;;
38.85754667;-6.36237167;37.573;Thu Jun 14 17:42:36 GMT+02:00 2018;36.67;-8.94;1.80998295;N;;;;
38.85721667;-6.36226833;37.701;Thu Jun 14 17:42:35 GMT+02:00 2018;36.11;-9.37;1.82475577;N;;;;
38.85689167;-6.36216;37.595;Thu Jun 14 17:42:34 GMT+02:00 2018;36.11;-9.37;1.82475688;N;;;;
38.85656667;-6.36205167;37.822;Thu Jun 14 17:42:33 GMT+02:00 2018;36.11;-10.09;1.84338714;N;;;;
38.85624167;-6.361935;38.086;Thu Jun 14 17:42:32 GMT+02:00 2018;36.67;-9.66;1.82845511;N;;;;
38.85591167;-6.36182333;38.432;Thu Jun 14 17:42:31 GMT+02:00 2018;37.41;-10.09;1.83435788;N;;;;
38.855575;-6.36170667;38.72;Thu Jun 14 17:42:30 GMT+02:00 2018;38.15;-10.38;1.83654019;N;;;;
38.85523167;-6.36158667;38.811;Thu Jun 14 17:42:29 GMT+02:00 2018;37.22;-10.24;1.83924791;N;;;;
38.85489667;-6.36146833;38.778;Thu Jun 14 17:42:28 GMT+02:00 2018;36.85;-10.82;1.85627216;N;;;;
38.854565;-6.36134333;38.787;Thu Jun 14 17:42:27 GMT+02:00 2018;36.85;-11.10;1.86345672;N;;;;
38.85423333;-6.361215;38.504;Thu Jun 14 17:42:26 GMT+02:00 2018;37.59;-9.09;1.80793190;N;;;;
38.853895;-6.36111;38.412;Thu Jun 14 17:42:25 GMT+02:00 2018;37.04;-8.94;1.80767192;N;;;;
38.85356167;-6.36100667;38.602;Thu Jun 14 17:42:24 GMT+02:00 2018;38.15;-7.64;1.76854829;N;;;;
38.85321833;-6.36091833;38.294;Thu Jun 14 17:42:23 GMT+02:00 2018;37.96;-7.07;1.75482136;N;;;;
38.85287667;-6.36083667;37.814;Thu Jun 14 17:42:22 GMT+02:00 2018;37.41;-5.62;1.72003222;N;;;;
38.85254;-6.36077167;37.851;Thu Jun 14 17:42:21 GMT+02:00 2018;36.30;-5.77;1.72841621;N;;;;
38.85221333;-6.360705;38.199;Thu Jun 14 17:42:20 GMT+02:00 2018;37.78;-1.15;1.60131922;N;;;;
38.85187333;-6.36069167;38.583;Thu Jun 14 17:42:19 GMT+02:00 2018;38.89;-0.58;1.58563645;N;;;;
38.85152333;-6.360685;38.239;Thu Jun 14 17:42:18 GMT+02:00 2018;40.00;-0.29;1.57799990;N;;;;
38.85116333;-6.36068167;37.72;Thu Jun 14 17:42:17 GMT+02:00 2018;38.89;1.44;1.53374327;N;;;;
38.85081333;-6.36069833;37.606;Thu Jun 14 17:42:16 GMT+02:00 2018;36.85;1.59;1.52775795;N;;;;
38.85048167;-6.36071667;37.72;Thu Jun 14 17:42:15 GMT+02:00 2018;39.82;1.73;1.52735716;N;;;;
38.85012333;-6.36073667;37.637;Thu Jun 14 17:42:14 GMT+02:00 2018;39.44;5.05;1.44352456;N;;;;
38.84976833;-6.360795;36.757;Thu Jun 14 17:42:13 GMT+02:00 2018;37.96;7.21;1.38308589;N;;;;
38.84942667;-6.36087833;36.761;Thu Jun 14 17:42:12 GMT+02:00 2018;38.15;8.94;1.34054645;N;;;;
38.84908333;-6.36098167;36.58;Thu Jun 14 17:42:11 GMT+02:00 2018;37.22;3.46;1.47807140;N;;;;
38.84874833;-6.36102167;36.746;Thu Jun 14 17:42:10 GMT+02:00 2018;34.44;7.50;1.35642705;N;;;;
38.84843833;-6.36110833;36.712;Thu Jun 14 17:42:09 GMT+02:00 2018;35.93;8.22;1.34584094;N;;;;
38.848115;-6.36120333;36.621;Thu Jun 14 17:42:08 GMT+02:00 2018;33.89;9.95;1.28517398;N;;;;
38.84781;-6.36131833;36.408;Thu Jun 14 17:42:07 GMT+02:00 2018;36.67;10.53;1.29117166;N;;;;
38.84748;-6.36144;36.202;Thu Jun 14 17:42:06 GMT+02:00 2018;32.78;11.83;1.22451604;N;;;;
38.847185;-6.36157667;36.502;Thu Jun 14 17:42:05 GMT+02:00 2018;32.59;13.27;1.18417675;N;;;;
38.84689167;-6.36173;36.756;Thu Jun 14 17:42:04 GMT+02:00 2018;34.82;13.12;1.21028537;N;;;;
38.84657833;-6.36188167;36.425;Thu Jun 14 17:42:03 GMT+02:00 2018;31.85;13.56;1.16839030;N;;;;
38.84629167;-6.36203833;35.754;Thu Jun 14 17:42:02 GMT+02:00 2018;33.33;12.84;1.20319359;N;;;;
38.84599167;-6.36218667;35.909;Thu Jun 14 17:42:01 GMT+02:00 2018;33.89;13.12;1.20130851;N;;;;
38.84568667;-6.36233833;36.34;Thu Jun 14 17:42:00 GMT+02:00 2018;33.33;12.40;1.21454384;N;;;;
38.84538667;-6.36248167;36.145;Thu Jun 14 17:41:59 GMT+02:00 2018;33.89;12.55;1.21617856;N;;;;
38.84508167;-6.36262667;36.178;Thu Jun 14 17:41:58 GMT+02:00 2018;34.26;12.69;1.21601693;N;;;;
38.84477333;-6.36277333;36.492;Thu Jun 14 17:41:57 GMT+02:00 2018;34.44;12.12;1.23257280;N;;;;
38.84446333;-6.36291333;36.576;Thu Jun 14 17:41:56 GMT+02:00 2018;34.81;11.97;1.23958723;N;;;;
