latitude;longitude;speed;date;;;;latitude;longitude;;
36.71601107;-4.430983082;3.005001783;Wed May 02 09:48:14 GMT+02:00 2018;;;;;;;
36.71577478;-4.431194394;3.695905685;Wed May 02 09:47:42 GMT+02:00 2018;;;;;;;
36.71552008;-4.431328098;4.397792339;Wed May 02 09:47:36 GMT+02:00 2018;;;;;;;
36.71521458;-4.431396402;2.773037434;Wed May 02 09:47:25 GMT+02:00 2018;;;;;;;
36.71496129;-4.43155354;3.901149035;Wed May 02 09:47:16 GMT+02:00 2018;;;;;;;
36.71469812;-4.431696728;3.676805973;Wed May 02 09:47:08 GMT+02:00 2018;;;;;;;
36.71446678;-4.431904894;3.210216761;Wed May 02 09:47:00 GMT+02:00 2018;;;;;;;
36.71420406;-4.431766222;3.85026145;Wed May 02 09:46:49 GMT+02:00 2018;;;;;;;
36.71395213;-4.431603123;2.263075352;Wed May 02 09:46:41 GMT+02:00 2018;;;;;;;
36.71368866;-4.431721204;3.569588423;Wed May 02 09:46:16 GMT+02:00 2018;;;;;;;
36.71346934;-4.431523089;4.613886356;Wed May 02 09:46:09 GMT+02:00 2018;;;;;;;
36.71322451;-4.431365009;5.753691196;Wed May 02 09:46:04 GMT+02:00 2018;;;;;;;
36.71294557;-4.431311309;3.661115646;Wed May 02 09:45:50 GMT+02:00 2018;;;;;;;
36.71272023;-4.431542514;1.081433296;Wed May 02 09:44:28 GMT+02:00 2018;;;;;;;
36.71253297;-4.431283387;2.470135212;Wed May 02 09:44:17 GMT+02:00 2018;;;;;;;
36.71228342;-4.431136504;3.616545677;Wed May 02 09:44:08 GMT+02:00 2018;;;;;;;
36.71202416;-4.430990923;4.04902792;Wed May 02 09:43:59 GMT+02:00 2018;;;;;;;
36.71179718;-4.430764106;3.172913074;Wed May 02 09:43:49 GMT+02:00 2018;;;;;;;
36.7117131;-4.430424446;3.91458106;Wed May 02 09:43:34 GMT+02:00 2018;;;;;;;
36.71148371;-4.430192967;2.625632763;Wed May 02 09:43:27 GMT+02:00 2018;;;;;;;
36.71129403;-4.429921863;3.575589418;Wed May 02 09:43:17 GMT+02:00 2018;;;;;;;
36.71111945;-4.429623888;4.966344833;Wed May 02 09:43:12 GMT+02:00 2018;;;;;;;
36.71095477;-4.429302942;2.924579859;Wed May 02 09:43:05 GMT+02:00 2018;;;;;;;
36.71079512;-4.428967924;3.625551224;Wed May 02 09:42:55 GMT+02:00 2018;;;;;;;
36.71061549;-4.428660584;4.636878967;Wed May 02 09:42:48 GMT+02:00 2018;;;;;;;
36.71035216;-4.42849972;5.016953945;Wed May 02 09:42:44 GMT+02:00 2018;;;;;;;
36.71003651;-4.428343575;3.979760885;Wed May 02 09:42:39 GMT+02:00 2018;;;;;;;
36.7098031;-4.428162045;5.037129879;Wed May 02 09:42:34 GMT+02:00 2018;;;;;;;
36.70955994;-4.427967828;3.722183704;Wed May 02 09:42:29 GMT+02:00 2018;;;;;;;
36.70929417;-4.428083122;4.035002232;Wed May 02 09:42:22 GMT+02:00 2018;;;;;;;
36.70905722;-4.428256108;3.912549019;Wed May 02 09:42:15 GMT+02:00 2018;;;;;;;
36.70882168;-4.428493097;3.111860037;Wed May 02 09:42:07 GMT+02:00 2018;;;;;;;
36.7085893;-4.428688358;3.505599737;Wed May 02 09:42:00 GMT+02:00 2018;;;;;;;
36.70831625;-4.428834093;3.568989992;Wed May 02 09:41:52 GMT+02:00 2018;;;;;;;
36.70811458;-4.429079134;3.399188519;Wed May 02 09:41:44 GMT+02:00 2018;;;;;;;
36.70787464;-4.429254698;4.662635326;Wed May 02 09:41:37 GMT+02:00 2018;;;;;;;
36.70761131;-4.429455187;4.426066399;Wed May 02 09:41:30 GMT+02:00 2018;;;;;;;
36.70737012;-4.429651334;4.957610607;Wed May 02 09:41:24 GMT+02:00 2018;;;;;;;
36.70712951;-4.42988276;4.634972572;Wed May 02 09:41:18 GMT+02:00 2018;;;;;;;
36.70690383;-4.430085683;4.492744923;Wed May 02 09:41:12 GMT+02:00 2018;;;;;;;
36.70665583;-4.430294986;4.497999191;Wed May 02 09:41:05 GMT+02:00 2018;;;;;;;
36.7064536;-4.430555805;4.503603935;Wed May 02 09:40:58 GMT+02:00 2018;;;;;;;
36.70623682;-4.430761973;4.735349655;Wed May 02 09:40:52 GMT+02:00 2018;;;;;;;
36.70598728;-4.430914023;4.582112312;Wed May 02 09:40:46 GMT+02:00 2018;;;;;;;
36.70572701;-4.431071846;4.392656803;Wed May 02 09:40:39 GMT+02:00 2018;;;;;;;
36.70554609;-4.431372135;4.115812302;Wed May 02 09:40:33 GMT+02:00 2018;;;;;;;
36.70533101;-4.431620459;4.832007885;Wed May 02 09:40:26 GMT+02:00 2018;;;;;;;
36.70507058;-4.431819208;4.745923519;Wed May 02 09:40:19 GMT+02:00 2018;;;;;;;
36.70481858;-4.432033834;3.938968897;Wed May 02 09:40:12 GMT+02:00 2018;;;;;;;
36.70454809;-4.432095371;4.643639088;Wed May 02 09:40:05 GMT+02:00 2018;;;;;;;
36.70430138;-4.432295508;4.376194954;Wed May 02 09:39:58 GMT+02:00 2018;;;;;;;
36.70406204;-4.432473529;4.447404861;Wed May 02 09:39:52 GMT+02:00 2018;;;;;;;
36.70381005;-4.432615627;3.956819773;Wed May 02 09:39:45 GMT+02:00 2018;;;;;;;
36.7035805;-4.43285517;5.292233467;Wed May 02 09:39:38 GMT+02:00 2018;;;;;;;
